2025-06-16 14:16:10,723 - sparsemodesnet.heat_equation - INFO - Starting heat_equation experiment
2025-06-16 14:16:10,723 - sparsemodesnet.heat_equation - INFO - Log file: logs/heat_equation_20250616_141610.log
2025-06-16 14:16:10,724 - sparsemodesnet.heat_equation - INFO - Experiment: Heat Equation
2025-06-16 14:16:10,724 - sparsemodesnet.heat_equation - INFO - Data shape: (128, 1000)
2025-06-16 14:16:10,725 - sparsemodesnet.heat_equation - INFO - POD dimension: 128
2025-06-16 14:16:10,725 - sparsemodesnet.heat_equation - INFO - Hidden units: [128, 8256]
2025-06-16 14:16:10,725 - sparsemodesnet.heat_equation - INFO - Regularization method: dense2sparse
2025-06-16 14:16:10,725 - sparsemodesnet.heat_equation - INFO - Device: mps
2025-06-16 14:16:10,726 - sparsemodesnet.heat_equation - INFO - Training parameters: M=1.0, lr=0.001, batch_size=64
2025-06-16 14:16:10,726 - sparsemodesnet.heat_equation - INFO - Optimizer: Adam, knee_method: zmethod
2025-06-16 14:16:10,726 - sparsemodesnet.heat_equation - INFO - ==================================================

=== SparseModesNet (λ-path=dense2sparse) on Heat Equation: d=128, n=1000, s=128 ===

=== Dense-To-Sparse (default) λ-Path ===

-- Path iteration 1, λ = 1.000e-03   (r(λ) prev = 128)
  λ=1.000e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.133458e-01 | ‖ω‖₁=1.301303e+02
-- Path iteration 20, λ = 3.195e-02   (r(λ) prev = 381)
  λ=3.195e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.910587e-01 | ‖ω‖₁=9.632973e+01
  λ=3.195e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.903413e-04 | ‖ω‖₁=4.410363e+00
  λ=3.195e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=9.859847e-05 | ‖ω‖₁=2.171421e-01
  λ=3.195e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=5.516754e-05 | ‖ω‖₁=1.850553e-01
  λ=3.195e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=9.598156e-05 | ‖ω‖₁=1.753609e-01
  λ=3.195e-02 | Epoch  50 | lr=1.2500e-04 | Recon MSE=2.423524e-04 | ‖ω‖₁=1.553730e-01
  λ=3.195e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=7.524598e-04 | ‖ω‖₁=1.298734e-01
  λ=3.195e-02 | Epoch  70 | lr=6.2500e-05 | Recon MSE=2.458304e-03 | ‖ω‖₁=1.104987e-01
  λ=3.195e-02 | Epoch  80 | lr=3.1250e-05 | Recon MSE=1.821764e-02 | ‖ω‖₁=1.273308e-01
  → at λ=3.195e-02:  r(λ)=254,  rel_err=4.006630e-01

-- Path iteration 21, λ = 3.834e-02   (r(λ) prev = 254)
  λ=3.834e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.001915e-01 | ‖ω‖₁=8.950414e+01
  λ=3.834e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=8.927767e-04 | ‖ω‖₁=2.860814e+00
  λ=3.834e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.981172e-04 | ‖ω‖₁=3.440142e-01
  λ=3.834e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.242503e-04 | ‖ω‖₁=2.375695e-01
  λ=3.834e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=3.022275e-04 | ‖ω‖₁=1.793527e-01
  λ=3.834e-02 | Epoch  50 | lr=1.2500e-04 | Recon MSE=4.789832e-04 | ‖ω‖₁=1.378839e-01
  λ=3.834e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.202280e-03 | ‖ω‖₁=1.148294e-01
  λ=3.834e-02 | Epoch  70 | lr=6.2500e-05 | Recon MSE=1.561149e-02 | ‖ω‖₁=1.176435e-01
  λ=3.834e-02 | Epoch  80 | lr=3.1250e-05 | Recon MSE=1.276152e-01 | ‖ω‖₁=1.397440e-02
  → at λ=3.834e-02:  r(λ)=0,  rel_err=1.000000e+00
All skip-weights have zeroed out. Stopping path.

Found knees using Z-method: [10 11]
[Dense2Sparse] Picked λ=6.192e-03,  r=4319, err=2.767306e-02

→ Final training on full data with λ = 6.192e-03 ...
  λ=6.192e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.239214e-01 | ‖ω‖₁=1.243509e+02
  λ=6.192e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.979678e-04 | ‖ω‖₁=1.373765e+01
  λ=6.192e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=6.176779e-05 | ‖ω‖₁=9.786657e+00
  λ=6.192e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=5.855860e-05 | ‖ω‖₁=7.820439e+00
  λ=6.192e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=6.094225e-05 | ‖ω‖₁=5.888851e+00
  λ=6.192e-03 | Epoch  50 | lr=1.2500e-04 | Recon MSE=7.456918e-05 | ‖ω‖₁=4.050381e+00
  λ=6.192e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=8.840710e-05 | ‖ω‖₁=2.308963e+00
  λ=6.192e-03 | Epoch  70 | lr=6.2500e-05 | Recon MSE=1.282207e-04 | ‖ω‖₁=1.007665e+00
  λ=6.192e-03 | Epoch  80 | lr=3.1250e-05 | Recon MSE=1.098278e-04 | ‖ω‖₁=5.553506e-01

Final skip-weights ω: [[0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0], [-0.0001742857275530696, 0.002939373953267932, -0.0005008444422855973, 0.00027945381589233875, 4.721546793007292e-05, -2.399567347310949e-05, -2.027084065048257e-06, -2.2246776154588588e-07, -4.3315438347235613e-07, -4.325674751726183e-07, 2.981313684813358e-08, -4.155612032263889e-08, 1.214653764236573e-07, -8.754822999890166e-08, 5.106736580273719e-07, 2.3780640390214103e-07, 3.340298064813396e-07, 2.1452541432154248e-07, 3.2379264780502126e-07, 6.300145969362347e-07, -4.6104350559517115e-08, 1.2944814216098166e-06, 3.4193843134744384e-07, 4.2118023202419863e-07, -6.342632445921481e-07, -3.9407953522641037e-07, -3.1145287948675104e-07, 5.49115782177978e-07, -3.465867237650855e-08, 1.925130135305153e-07, 1.0556561846897239e-06, 2.4509628815394535e-07, -5.166164100955939e-07, 4.771766839439806e-07, 3.155525973852491e-07, -6.566747288161423e-07, 7.864668987167533e-07, 8.826871180644957e-07, -6.086425514695293e-07, -2.9955060654174304e-07, -1.0755303492260282e-06, -1.8805049251113815e-07, 3.4840604712371714e-07, -4.7666463842688245e-07, 3.368369903000712e-07, 2.06590357265668e-07, 1.0844680673471885e-06, -7.130917651920754e-07, -2.1344864364891691e-07, -8.698968656517536e-08, -1.2424172837199876e-06, -5.269125722406898e-07, -4.970951295035775e-07, -1.749563921293884e-06, 5.068546329312085e-07, 1.6404604252784338e-07, 7.323623663069156e-07, -3.264133283664705e-07, 1.10163091449067e-06, -1.3341398243937874e-06, -2.336625897214617e-07, -1.8292588492840878e-06, 5.626054644380929e-07, 8.007033329704427e-07, -6.469883260251663e-07, -1.3936304412709433e-06, -5.829750193697691e-07, 5.951345656285412e-07, 3.7061496982460085e-08, 1.4999437780716107e-07, -4.869859253631148e-07, -1.2219304608152015e-06, -8.977020229394839e-07, 5.712998927265289e-07, 1.7267195744352648e-06, 1.7093378801291692e-06, -3.1963279245594833e-10, -1.0757917152659502e-06, -2.8343322355794953e-07, -4.605034575888567e-07, 6.508172418762115e-07, -7.351102908614848e-07, -1.4698825623327139e-07, 1.1662218639685307e-06, 1.6119020074256696e-06, 9.96175799627963e-07, -1.0992482657457003e-06, -6.168323807287379e-07, -6.412840889424842e-07, -1.5954356058500707e-07, -1.319536295341095e-06, 7.137574584703543e-07, 9.417618684892659e-07, 4.076483506310069e-08, 1.148086766988854e-06, 6.341587095448631e-07, 1.1149757028761087e-06, -1.2005707503703889e-06, -2.8593646561603236e-07, -1.0919825399469119e-06, 3.6869124642180395e-07, -1.2558191428979626e-06, -4.755267468681268e-07, 1.7887046510622895e-07, -5.455257223729859e-07, -1.8973999260651908e-07, -8.19717556055366e-08, 3.888921753514296e-07, -3.827906027709105e-07, -2.1706300756818564e-08, 1.4253929236929253e-07, 7.470627139127828e-08, 5.084172016722732e-07, -4.1210373780131704e-08, -1.0562654750856382e-07, 1.860764200500853e-07, -2.3153204153913975e-07, -2.617715892938577e-07, -3.8923360534681706e-08, 2.0391993871271552e-08, 6.713003841696263e-08, 1.3706627832732465e-08, 3.3382931974301755e-08, 1.304249486189235e-09, -4.0189757299913254e-08, 7.53429389988014e-08, 0.0, -8.796904467089917e-07], [0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0], [-0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0], [0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0], [0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0], [-0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0], [-0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0], [0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0], [-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0]] ...
